22,1786387,5
22,1138919,5
22,1005576,5
23,2999641,5
23,2085382,5
23,1082138,5
24,2036954,4
24,1421617,4
24,1022320,3
25,1734333,4
25,1122557,4
25,4160637,4
25,3391717,3
25,2044295,3
26,1035518,2
26,1921810,3
26,3062152,3
27,2341903,4
27,1144283,4
27,1465388,4
27,1021450,4
27,1213383,3
27,1964207,4
27,1780035,4
28,1009823,4
28,1321857,5
28,1837654,4
28,1082374,5
28,2215240,3
28,1032966,4
28,1205653,5
28,2213233,4
29,1687983,3
29,2062166,5
29,3834377,5
29,1579843,4
29,2254817,5
29,4884218,5
29,1088805,5
29,1163763,5
29,1628860,3
29,1738630,4
29,3075592,4
29,1444547,5
29,1256131,4
30,3051648,3
30,3424969,4
30,1483285,3
31,2294740,3
31,1004322,4
31,1014434,4
31,1011215,4
31,4117911,4
31,1889450,4
31,2148381,3
31,2033081,4
32,1853785,3
32,1507657,5
33,3875182,3
33,3877248,5
34,4104021,5
34,3928558,4
34,3035175,4
34,2060930,4
34,3662078,4
35,1074683,4
35,1051659,4
35,3035440,4
35,1393950,4
35,4313080,3
35,2382432,4
35,1056461,3
35,1059277,5
35,1311280,5
35,1002451,4
35,2216583,3
35,1059537,3
36,1401099,4
36,2568268,5
36,1149311,5
36,1065010,4
36,1545973,5
36,1142920,3
36,1473270,3
36,2139774,3
36,1044208,5
36,2066295,3
36,1003482,5
37,3376689,5
37,3554503,3
37,2058145,3
37,2147254,4
38,1017143,5
38,3044340,5
39,1082361,5
39,1062346,5
40,3216007,4
40,1271579,5
40,3043491,4
40,1269900,4
40,3710550,5
40,1958714,4
40,3808887,4
40,1059769,4
40,1827578,4
41,4162475,4
41,1457720,4
42,3222758,5
42,2249558,3
42,1079729,4
42,4007463,4
42,4146477,4
42,1781958,3
42,3359441,4
42,4100372,2
43,1351896,5
43,2025726,3
43,2370447,5
43,1000999,3
43,3601195,3
43,1457719,5
43,2023303,5
43,1418999,5
43,1471777,5
43,4126839,4
43,2323401,5
43,2146031,5
43,1089733,5
43,1477999,5
43,1058245,5
43,3521290,2
43,2242430,5
43,2378214,4
43,2378183,3
43,3262395,5
43,4074697,1
43,1803624,5
43,4201808,3
43,2370475,3
43,3670393,5
43,2242381,5
43,1391584,5
43,1337299,5
43,3996727,5
43,4104794,5
43,3996724,5
43,1452766,4
43,2191066,5
43,1840517,5
43,3996700,5
43,1060448,5
43,1180043,5
43,1131441,3
43,2268655,5
43,3135034,5
43,2159556,5
43,4126861,5
43,4124415,5
43,4074687,5
43,1894966,5
43,3394198,3
44,1085002,5
44,1392646,4
44,1021013,5
44,1049180,4
44,2287508,4
44,1078455,4
44,1017143,4
44,1142347,5
44,1359133,4
44,1009692,5
45,2348463,4
45,2161701,4
45,2082133,3
45,1023295,4
45,1125283,4
45,1255288,4
45,3865419,3
45,1060452,3
45,5254315,5
45,1441869,4
45,3995799,4
45,2128011,2
45,1959055,3
45,1818426,4
45,1485129,4
45,2329047,5
46,1219880,5
46,1450281,5
46,1801973,5
46,4193469,3
46,2679073,4
46,2044028,4
46,2125832,5
46,1505610,5
47,1364773,4
47,1075538,4
47,1060723,4
48,1100754,5
48,2225737,5
49,3543137,3
49,3018006,4
50,1000949,5
50,1428482,5
50,2303588,5
50,3238242,5
50,1038390,5
50,1046709,5
51,2012661,5
51,2030442,4
51,1493316,4
51,3075270,5
51,1185932,4
51,3075276,5
51,1091456,5
51,1441016,3
51,1025103,4
52,1031741,5
52,1258498,4
52,1292416,5
52,1034106,5
53,2111189,3
53,3877491,2
53,3700821,4
53,4212873,4
53,3422461,3
54,3793884,3
54,4255653,5
55,1836546,5
55,1059363,4
55,3039216,4
55,1024932,4
55,1474667,4
55,1314810,5
55,1138475,3
55,1017180,4
55,1025829,4
55,3041227,5
55,1059751,5
55,1288956,5
55,2159830,4
55,1811450,5
55,1734687,5
55,1084678,3
55,1443196,3
55,1064429,4
55,1059824,3
55,1220041,4
55,1837431,4
55,2419860,5
55,1780035,5
55,1011575,5
56,1464916,5
56,1217156,5
56,1490918,5
56,1277842,5
57,2052697,5
57,2052682,5
57,1162370,5
57,2052815,5
57,4863321,5
57,1000993,5
57,2983793,5
58,2370240,5
58,1871839,5
59,3350010,3
59,4147755,4
59,4186678,4
59,1291969,5
59,1788421,5
59,1022103,3
59,3354703,5
59,4909629,5
59,2130190,5
59,1014173,5
59,1391207,5
59,2377310,5
59,2251755,3
59,1025878,4
59,2052176,5
59,3700561,4
59,2243615,5
59,2242467,4
59,3102324,5
59,1138953,3
60,4087420,4
60,4874245,5
61,1101847,3
61,1474667,4
61,3889178,5
61,2149971,5
61,1433764,3
61,3567853,5
61,2060342,3
62,2005726,3
62,1139881,3
62,1420638,4
62,1125731,3
62,1465543,3
62,1219090,4
63,1313070,2
63,1031104,4
63,1858191,4
63,1052959,2
63,1420327,5
63,3402734,3
63,3026742,3
63,1060235,5
63,1881099,1
63,2184905,4
63,1052817,3
63,4265924,4
63,3666638,4
63,1490880,2
63,1453557,2
63,3644359,3
63,1322130,3
63,3376689,2
63,1764296,4
63,1830445,4
63,3434107,3
63,2365621,4
63,1138802,3
63,1915949,3
63,1063059,4
64,1856474,5
64,2303724,5
64,1043362,4
65,3674537,4
65,3361695,3
65,2337600,4
66,1924213,5
66,1422105,4
66,1095484,4
66,1527398,4
66,1431219,4
66,1211063,5
66,3519921,5
66,1062891,5
66,1311280,4
66,1060204,4
66,1493523,4
67,4251473,3
67,3888039,4
67,4732427,3
67,4246968,3
67,1937346,4
67,3675797,3
67,1288844,3
67,3520835,3
68,1762096,3
68,1786670,3
69,3717180,4
69,4220232,5
70,3826581,4
70,1034615,5
70,1038628,3
70,2070293,5
70,1089520,5
70,1936440,3
70,3225979,2
71,1089518,4
71,4018093,5
71,1963325,5
71,1089521,4
72,1804979,5
72,3079250,5
72,1822766,5
73,1959134,4
73,2116977,4
73,3264135,5
73,1948429,5
73,2343046,4
73,1973029,4
73,4164030,3
73,4038567,5
73,3151567,4
73,3418938,5
73,3151566,4
73,2343043,4
73,1732805,5
73,2296564,3
73,1783342,4
73,1092335,5
73,1641479,4
73,3822558,4
73,3788397,5
73,3666913,4
73,3699660,4
73,2185008,5
73,3024498,5
73,3662544,3
73,1048466,4
73,3175259,5
73,1035478,5
73,1085799,5
73,2075156,4
73,1016468,5
74,3172507,2
74,1989628,4
74,1195071,5
75,1105899,4
75,2979831,3
75,2027949,3
76,1060030,4
76,1487875,4
76,1483184,4
76,1008249,4
76,1127659,4
76,1084365,3
76,1021878,3
76,1700405,3
76,1018822,5
76,1766378,3
76,1888455,3
76,1854971,3
76,1104559,4
76,1030620,3
76,1029007,3
76,3071752,3
76,1700474,5
76,1262817,4
77,1046813,5
77,1909658,5
77,3326041,5
78,4816382,4
78,1227877,2
78,1058607,3
78,3731308,4
78,1349071,4
78,3824395,4
78,1797291,4
78,3986845,3
78,3462446,4
78,4257066,4
78,1816143,4
78,3619140,4
78,3615001,3
78,4296596,3
78,1853572,3
79,3345152,4
79,1132712,3
79,3171864,3
79,4225644,4
79,1389884,5
79,4174054,4
80,1112788,5
80,2211852,5
80,1801894,5
80,1112794,4
80,1112793,5
80,1112781,5
80,1088529,5
80,1264112,5
80,1088530,5
80,2194590,4
81,1416913,5
81,2126897,3
81,1372040,5
82,3026673,4
82,4843121,4
82,2364619,4
82,2340100,4
83,1083376,3
83,1258406,5
84,4246667,3
84,4274327,3
84,1426432,5
84,2031675,5
84,1358404,4
84,1812186,3
85,1027802,5
85,2150811,3
85,3475642,3
86,1288909,4
86,2157554,3
86,1392475,4
86,3021037,3
86,1504286,3
86,1401425,4
86,1907341,4
86,1757759,5
86,3034480,4
86,1146176,4
86,4009856,4
86,1669595,5
86,2298856,3
86,1229926,4
86,4002787,5
86,1436957,4
86,1138771,3
86,3279105,4
86,1185932,4
86,1801393,3
86,2046136,4
86,1091729,4
86,1229999,3
86,2052176,4
86,3376907,4
86,3109564,3
86,1493316,4
86,2115239,3
86,2365393,3
87,4282979,1
87,3368865,5
87,1907999,5
87,1211645,4
88,1996574,5
88,3160326,4
88,1371792,5
89,1428691,5
89,2159393,3
89,1467239,5
90,1313373,4
90,1319702,5
91,1016300,4
91,4199479,5
92,1903743,5
92,3025252,5
92,1903736,5
92,1755621,3
92,1894978,5
92,1452766,5
92,1427341,5
92,1427342,5
92,1898194,5
92,1467506,5
92,1422237,4
92,1427322,5
92,3025244,5
93,1054917,4
93,1024513,5
93,4141733,5
94,1644010,5
94,1916155,5
95,1762644,5
95,1037798,5
95,1430620,5
95,3347234,5
95,1662382,5
95,1002349,4
95,1635131,4
95,1486658,5
96,1703544,4
96,1766678,4
96,4816447,5
96,3055609,4
96,2139305,4
96,3918885,4
96,3074773,3
96,4164024,5
96,2066374,4
96,1060068,5
96,1470742,5
96,2026939,3
96,2257609,4
96,1361264,5
96,1767907,4
96,2364818,5
96,1418180,4
96,1803022,5
97,1936511,4
97,1440565,3
97,1016966,5
97,1128668,4
97,1082477,3
97,1029151,4
97,2357046,2
97,4233659,4
97,1863930,3
97,1280904,4
97,1128596,5
97,1962648,4
97,1096362,4
97,1076320,3
97,3099190,4
97,1191016,4
97,1948618,4
97,1220901,3
98,2071708,4
98,1474768,5
98,1438525,5
99,4086725,3
99,3108071,5
99,1917628,3
99,3288950,4
100,3393287,5
100,2116324,4
100,4146045,4
100,3683180,4
100,4831337,5
100,2060574,5
100,2252626,5
100,3693359,5
100,1056147,4
100,3836277,3
100,1311879,4
100,3042008,5
100,4039938,5
100,1034928,4
100,1226755,4
100,2983683,5
100,1034108,5
100,4187225,5
100,1231234,3
101,2265150,4
101,1358243,5
101,4920247,5
101,4097432,5
101,1836670,4
101,4915878,4
101,1807949,4
101,3709848,4
101,1348688,5
101,1358403,5
101,3105410,4
101,1343276,4
101,1358402,4
101,2054207,5
101,1949948,4
101,3437003,4
101,3816189,4
101,3094108,3
101,1839556,4
101,1766151,4
101,2294526,4
101,1915343,4
101,3230874,5
101,4912661,4
101,3879628,4
101,1993755,4
101,1848525,4
101,3868217,5
101,1959060,4
101,2216174,5
101,4912666,4
101,1774770,5
101,1394262,4
101,3530423,5
101,4717826,5
101,1370249,5
101,3348115,4
101,1918346,4
101,2039410,4
101,1394443,4
101,1877848,4
101,3646818,3
101,2461194,4
101,1394442,4
101,3809357,5
101,3322406,5
101,1358387,4
101,4882500,4
101,1348539,4
101,1363377,4
101,1363376,4
101,1812421,4
101,3707631,4
101,4810766,4
101,1829158,4
101,1364144,3
101,1358431,4
101,2142688,4
102,4212483,3
102,3335663,3
102,2159327,4
102,4881850,5
102,4121562,4
102,1925462,4
102,1065153,4
102,2074032,4
102,3819898,4
102,1851301,4
102,3189896,5
102,3440538,4
102,3063889,5
102,3880774,5
102,2061854,3
102,3576412,4
102,2221395,5
102,3717331,4
102,2292276,4
102,1072767,4
102,3082397,5
102,4233864,4
102,2986142,4
102,1950039,4
102,3030856,2
102,4213516,3
102,2359401,3
102,4836242,3
102,3219361,3
102,1927628,4
102,1491268,4
102,2270925,4
102,2229219,4
102,4114172,4
102,4720572,4
102,3024665,4
102,4742972,4
102,4882145,4
102,1047551,3
102,3042495,3
102,3767611,4
102,4850617,5
102,1291821,4
102,3294272,4
102,1358394,4
102,1088525,5
102,4048227,3
102,3635925,3
102,1801407,4
102,1937814,3
102,4252006,3
102,4259272,4
102,2027292,3
102,3289279,4
102,2179137,3
102,3088349,2
102,4126252,5
102,2970231,4
102,3449435,3
102,2389092,3
102,3544906,4
102,2060414,3
102,4848553,3
102,3335633,3
102,4218607,4
102,1130367,4
102,4052158,4
102,1939723,3
102,3076861,3
102,4104794,4
102,1780173,3
102,3071235,3
102,2083811,3
102,2004425,3
102,2131777,3
102,4071856,4
102,3402992,4
102,3722960,4
102,4290387,3
103,1701796,3
103,2028069,4
103,3696953,3
103,3170442,4
104,1082518,4
104,1439199,4
104,3279233,4
104,2239745,5
104,1453210,4
105,4714734,5
105,3987275,4
105,1310449,4
105,2264808,5
105,2048124,4
105,2048364,5
105,2382087,3
105,1086660,4
105,2209098,4
105,2028068,4
105,1158144,4
105,3464725,4
105,1159956,4
105,3686257,5
105,3622082,5
105,3033729,4
105,1364798,5
105,4241870,4
105,2039931,4
105,1431836,5
106,1442709,5
106,1442708,5
106,1442702,5
106,1442705,5
106,1442697,5
106,1442688,5
106,3592732,5
106,1442698,5
106,1442682,5
106,1442681,5
106,1442710,5
106,1442711,5
106,1442712,5
106,1442690,5
106,2344089,5
107,1458164,5
107,1963310,4
107,1370750,4
107,1316606,4
108,1648388,3
108,1456258,4
108,3124525,2
109,1703544,3
109,1014874,5
109,1433698,4
109,3526514,4
109,3258557,4
109,1082990,5
109,1431560,5
109,2286164,5
109,1228111,4
109,2063076,5
109,3137289,3
109,1082236,4
109,3076443,4
109,3146656,4
109,1147951,3
109,1147950,4
109,2567958,4
109,1467299,4
109,3651077,4
109,2042966,3
109,1415306,3
110,2973270,4
110,1104557,5
110,1310449,4
110,1001174,4
110,1466219,4
110,1194476,4
110,1044405,5
111,1456034,4
111,1422105,4
111,1000696,5
111,1318273,4
111,1057035,5
111,1078250,4
111,1022920,4
111,1001013,4
111,1086660,4
111,1158144,4
111,1005358,4
111,1049688,5
111,1159956,4
111,1080309,2
111,1213494,3
111,1012912,4
111,1002013,4
111,1468622,4
111,1463256,5
111,1084336,4
111,1799260,5
111,1089243,3
111,1186712,4
111,2131777,4
111,1085799,4
111,1030054,5
111,2039931,4
111,1465324,3
111,1049361,5
112,1258341,5
112,2079916,5
112,1158434,4
112,1064416,4
112,1037734,5
112,1343577,3
112,1288955,4
112,1000417,4
113,3253854,4
113,3237636,4
113,4253524,4
113,1488175,4
113,1415317,4
113,3123690,4
113,1016832,4
113,1427860,4
114,3638919,4
114,4236838,5
115,2995707,5
115,1319893,5
115,3120844,4
115,1958483,5
115,1791899,5
116,4890666,5
116,4229584,4
116,3621921,3
117,3554095,4
117,1346045,5
117,1458801,5
117,1453129,4
117,1263558,3
117,1130002,5
117,1861406,4
117,1261128,3
117,3081507,5
117,2002914,5
118,1460718,3
118,1465744,4
118,1829229,4
118,1022238,4
118,1470068,4
119,1970105,5
119,1005358,5
119,1265467,4
119,1887666,4
119,3239824,3
119,1956966,5
119,1022060,2
119,3638014,4
119,1058661,3
119,1023555,4
119,1084222,4
119,1005567,4
120,2240612,3
120,1603984,4
120,1004325,3
120,1039840,4
120,1012117,3
120,2000641,3
120,1034922,4
120,1491853,4
120,2161691,4
120,1042434,4
120,1041418,4
120,1159949,3
120,1313124,3
121,3806309,4
121,1766119,4
121,2296690,4
121,1084616,5
121,3044564,4
121,1038210,4
121,1320204,4
121,2326403,4
121,1004391,5
121,1012256,5
122,3345595,5
122,3402701,3
122,2033217,3
122,2005596,4
122,4101205,4
122,1390098,3
122,1119590,4
122,1385563,4
123,1401945,3
123,1389973,4
123,1067701,4
124,3150944,5
124,3257857,4
124,4937547,5
124,2326571,5
124,3779046,5
125,3371165,4
125,1455487,5
125,1922654,4
125,3640008,5
126,1083428,5
126,1401841,5
127,3449142,4
127,2028069,3
127,3550601,3
127,1975960,3
127,3898994,4
127,1089517,4
127,2009825,3
127,3115874,3
127,1454770,4
127,1918355,3
127,5245615,5
128,4237834,5
128,1036237,5
128,3117143,5
128,1067830,4
128,1800113,5
128,1223808,4
128,3024230,5
128,3234109,4
128,3124952,4
128,1692109,4
128,3124951,3
128,1905157,4
128,2050877,5
128,1130002,3
128,1192700,4
128,1824393,5
128,1146989,5
128,2117876,4
128,1122168,5
128,2050878,4
128,4213270,5
128,2089897,5
128,3105516,4
128,2262164,5
128,1486596,5
128,3598040,4
128,1257648,3
128,1984321,5
128,1447022,4
128,1116338,5
128,1223812,3
128,3272035,5
128,1447025,5
128,1732565,4
128,2135791,4
128,1890143,5
128,1077390,3
128,3017617,4
128,4122344,5
128,1763350,3
128,2216174,5
128,1807447,5
128,3116033,5
128,2029726,5
128,1902982,4
128,1219257,5
128,2130688,4
128,3099392,4
128,2155060,5
128,1146977,4
128,4825482,4
128,1819982,5
128,3183085,4
128,3183086,4
128,1436584,5
128,1873093,5
128,3909836,5
129,3024890,4
129,2679073,3
129,1372356,3
130,3281107,4
130,3248865,2
130,1031247,5
130,2077156,3
130,2970262,4
131,1433336,5
131,1080964,5
131,1882413,5
131,1483285,5
132,2068070,4
132,4871447,2
132,1070711,4
133,3642673,4
133,4124727,4
134,2059479,4
134,1039572,4
134,1796341,5
135,1079044,5
135,1079788,4
135,1086761,5
136,2372401,4
136,3286200,4
136,1288877,4
136,2298769,5
136,2139669,5
136,3025582,5
136,1348601,4
136,2125469,5
136,2265750,4
136,2011401,4
136,1321018,4
136,1436619,3
136,1863031,5
136,1788533,5
136,3129820,5
136,3315767,5
136,3426139,3
136,3735209,5
136,3250041,5
136,1431779,5
136,3789596,5
136,1771446,5
137,1034905,3
137,1150507,5
138,3826581,3
138,3074774,4
138,3065593,5
139,4273375,4
139,2275141,1
139,3633546,4
139,4022704,4
139,3003746,4
139,3549959,4
139,3666656,1
139,4178798,5
140,4035691,2
140,1033714,5
140,1040865,5
140,1780253,4
140,1313287,5
140,1021273,4
141,1045231,4
141,2309689,4
141,1105890,4
142,1176971,3
142,3032934,3
143,1440598,5
143,3829610,4
143,1499759,3
143,3374615,5
143,3427344,5
143,1471777,4
143,3140252,5
143,1275907,4
143,1374674,4
143,3194076,5
143,2269122,5
143,1088028,5
143,1364792,4
143,1088062,5
143,1828788,3
143,1443458,4
143,3349602,5
143,3115770,5
143,2982082,4
143,3039108,5
143,1039661,4
143,2287041,5
143,1125281,4
143,1120648,3
143,1988401,4
143,3125141,5
143,2145934,4
143,1018892,5
143,3250733,4
143,1082433,4
143,1970684,4
143,2176700,5
143,1204488,4
143,2059300,5
143,3639970,5
143,3550493,4
143,1021530,3
143,3082329,5
143,3264994,5
143,1855531,4
143,1726544,3
143,1078488,5
143,1122105,4
143,1849113,5
143,1337296,5
143,1440611,4
143,1438050,5
143,2988181,5
143,2349930,5
143,2052567,4
143,4007301,5
143,3528109,5
143,1276032,4
143,1456401,4
143,2064209,4
143,1763364,5
143,2046972,5
143,1027343,5
143,1197720,4
143,1389906,4
143,1135537,5
143,1271593,4
144,1027427,4
144,1032967,5
144,2370840,4
144,1035862,5
144,1882428,4
144,1084334,5
144,1020547,4
144,1858458,4
144,1014374,4
144,1675478,4
144,2058228,3
145,3364823,3
145,3922044,5
145,3287843,5
145,4117904,3
145,3391933,4
145,3168155,5
146,1465385,5
146,1459087,5
147,3258641,4
147,1924328,4
147,1421792,4
148,2301377,5
148,1048922,3
148,1831760,5
148,1038688,5
148,4732427,4
148,3880732,4
148,3722954,4
148,1799984,5
148,1072189,5
148,1084223,5
148,4232419,4
148,1027818,3
148,1823058,5
149,1425067,5
149,1161117,4
149,1223685,3
149,3165443,5
149,1425069,4
149,1426727,3
149,1425072,5
149,2364715,3
150,3178741,5
150,1963786,4
151,1434039,3
151,1471703,4
151,3071717,3
152,1780542,3
152,1785502,4
152,3267519,5
152,1011180,4
152,3033668,4
152,2310647,4
152,1439956,3
152,1224279,4
152,1329975,4
152,2042908,4
152,1193658,4
152,1672079,4
152,1809150,5
152,1442398,3
152,1022343,4
153,1021530,4
153,2229048,4
153,1228110,4
154,4630664,3
154,1077411,3
155,3151990,4
155,1053088,4
156,1008094,5
156,2311723,5
156,1036846,5
156,1016864,5
156,1024666,5
156,2038102,5
156,1822808,5
156,1005567,4
157,1005996,5
157,1085512,3
157,2062200,2
157,1340832,4
157,1345827,5
158,1017518,5
158,2300365,5
158,1832812,3
158,1457792,4
158,1065596,5
158,1038291,5
159,1869129,5
159,3642673,4
159,1163378,4
159,4199685,4
159,3044492,3
160,1787516,4
160,1610464,4
160,1186753,4
160,1477425,4
160,1322358,5
160,1211972,4
160,2137745,5
161,3043786,1
161,3863454,5
161,1438741,4
161,2376570,5
161,1079110,5
161,1873874,3
161,4173156,5
161,2115948,5
161,1434312,3
161,3428797,3
161,3435901,4
161,1441255,3
161,3808904,3
161,1326000,3
161,4804148,3
161,3608235,5
162,1084336,5
162,1917972,5
162,1205429,5
162,1045365,5
162,1120648,5
162,1027786,4
162,1020207,4
162,1086660,5
162,1051440,5
162,1158144,5
162,1159956,5
162,2039931,5
162,1644409,4
163,1937607,4
163,1430531,5
163,2332274,4
163,3134191,5
163,3091975,3
163,2334065,5
163,2000240,3
163,1480899,5
163,4219728,5
163,1198354,5
163,3337017,5
164,2376570,4
164,3001119,5
164,1084153,4
164,3324888,5
164,1948912,5
165,1090043,5
165,1088581,5
165,1083428,5
165,1205370,5
165,1086249,5
166,3327829,5
166,3311883,4
167,1019308,4
167,2194059,4
167,1732805,4
167,2194002,4
167,1841628,3
167,2117552,4
167,1547065,4
167,2117551,4
167,1830467,4
168,1927782,5
168,1752192,5
168,3369793,4
168,3287378,3
168,3223900,5
168,3143586,4
168,2078401,3
168,1916634,5
168,2980470,3
168,3086992,3
168,4299326,3
168,1811821,5
169,1944209,3
169,3136626,4
169,1003827,4
169,1492149,4
170,1083290,3
170,1430871,4
170,4197857,3
170,3781438,5
170,1012566,3
171,2165045,5
171,3264262,3
171,3026875,3
171,2977023,4
171,3578472,5
171,2996596,4
172,3574119,3
172,1488206,4
172,4758370,4
172,1325979,4
172,1082724,5
172,1052642,3
172,1000900,4
172,4100678,3
172,3613624,3
173,1578545,4
173,2977509,5
173,2036683,4
173,2147557,4
173,3005066,4
174,3306270,4
174,1034279,5
174,1001186,5
174,1063603,4
174,1434117,4
174,1015961,5
174,1257218,5
174,2008284,5
174,3239554,4
174,2243213,4
174,3115895,4
174,3321631,3
174,3069940,4
174,3183693,4
175,1209899,5
175,2212371,3
176,1151677,5
176,2052593,4
176,1770652,5
176,2180799,5
176,1011912,5
176,1320068,5
176,2082133,4
176,1784978,3
177,1316622,3
177,1010204,4
177,1949390,4
177,1102715,5
177,1022060,3
177,1052336,5
177,2144868,4
177,1258490,5
177,1343628,4
177,1967814,5
177,1070711,4
178,2240612,5
178,3042606,5
179,3179938,4
179,3043742,4
180,1041003,4
180,1089940,4
180,1393281,3
180,2050761,5
180,2152772,5
180,1458651,5
180,3025582,5
180,1962198,5
180,1964044,5
180,1082243,5
180,4174054,4
180,1426841,3
180,4124727,5
181,1428075,3
181,1398463,5
181,4874132,4
182,1022147,4
182,3328723,5
182,3354804,5
182,1286547,5
182,3290571,3
183,2129679,5
183,5245581,2
183,1022739,3
183,3696966,5
183,3359770,5
183,1225038,4
183,3724668,4
183,1784790,4
183,1006958,5
183,2995429,5
183,2045899,5
183,1003001,5
183,1975969,4
183,2345548,5
183,1396395,4
183,1410018,4
183,1902628,4
183,4204104,4
183,1069122,4
183,4789777,5
183,1318190,4
183,3023149,5
183,1083906,5
183,3815992,4
183,1312086,4
183,2033803,4
183,2118032,5
183,2255378,4
183,1449687,5
183,4115626,4
183,2307720,5
183,3424068,5
183,1963912,4
183,3757530,4
183,3183705,4
183,2063630,5
183,4920383,5
183,3527661,4
183,3410833,5
183,3234327,5
183,3566368,4
183,3126411,5
183,3921815,5
183,2143732,3
183,4323894,5
183,1051904,5
183,4231573,5
183,1312926,3
183,3167925,5
184,2993602,4
184,1254418,4
184,3412670,3
184,3168155,3
184,1015498,3
184,1321660,4
184,1826100,5
184,1935250,4
184,1842991,4
184,3339815,3
184,1818170,3
184,1253117,4
184,1426973,4
184,2042328,3
184,1329451,3
184,3044806,4
185,1457148,4
185,1234197,4
185,1912653,5
185,3272856,5
185,1234683,5
185,3783393,3
185,4186691,5
185,1022582,5
185,3098581,3
185,3317530,5
185,1859195,3
185,1471262,3
185,1053810,5
185,1111308,4
185,3692924,5
185,1242605,4
185,1434893,3
185,1962680,4
186,3755012,4
186,2058500,5
186,2065163,4
187,1044347,5
187,1451007,4
187,1531232,1
187,1999075,5
187,4820687,5
187,1390034,5
187,1083090,5
187,1891441,5
187,2112115,3
187,1545830,4
187,3735996,4
187,1495159,5
187,1573689,5
187,2122173,4
188,1734401,3
188,1072021,5
188,1059690,4
188,3054847,3
188,1116373,3
188,1493120,5
188,1062189,3
188,1019864,3
188,1425820,5
188,1802357,4
188,1071433,3
188,1188789,4
188,1060152,4
188,1025105,4
188,1922285,4
188,1883839,5
188,1031331,5
188,1043320,4
188,1179719,4
188,1033034,4
188,2147647,3
189,1009656,3
189,1052446,3
189,1546037,5
189,1963629,4
189,2025651,3
189,2031375,3
189,2139684,4
189,1005681,2
189,1467508,5
190,2275635,4
190,1136277,3
190,1087036,4
190,1159203,3
191,2282513,3
191,2282514,3
191,3056603,3
191,1899364,3
191,3865993,3
191,2968737,3
191,1455950,3
191,1215299,3
191,1092264,4
191,1966160,4
191,2067269,5
191,3222845,4
191,1071981,5
191,1771446,4
191,2268983,4
191,2065346,3
191,2216396,4
191,4826483,3
191,3866885,3
191,1400703,3
191,1858583,5
191,1672101,4
191,2968723,4
191,1400181,4
191,1205775,3
